time_stamp,AQHI from WN,humidity,temperature,pressure,voc,pm2.5_alt,2.5_um_count,pm2.5_atm,pm2.5_cf_1
2023-06-27T21:00:00-04:00,,62,60,978.45,,9.3,14.84,14.3,14.3
2023-06-27T21:10:00-04:00,,63,60,978.55,,8.8,13.61,13.7,13.7
2023-06-27T21:20:00-04:00,,64,60,978.65,,8.6,14.12,13.5,13.5
2023-06-27T21:30:00-04:00,,64,59,978.73,,7.9,10.16,11.6,11.6
2023-06-27T21:40:00-04:00,,65,59,978.96,,7.7,10.73,11.4,11.4
2023-06-27T21:50:00-04:00,,65,59,979.23,,7.1,9.12,10.3,10.3
2023-06-27T22:00:00-04:00,3,66,59,979.33,,6.7,8.04,9.4,9.4
2023-06-27T22:10:00-04:00,3,66,59,979.4,,6.3,7.81,8.9,8.9
2023-06-27T22:20:00-04:00,3,65,59,979.59,,5.4,6.05,7.4,7.4
2023-06-27T22:30:00-04:00,3,65,59,979.45,,5.1,6.09,6.9,6.9
2023-06-27T22:40:00-04:00,3,64,59,979.51,,5,5.3,6.7,6.7
2023-06-27T22:50:00-04:00,3,64,59,979.54,,4.6,4.83,6.1,6.1
2023-06-27T23:00:00-04:00,2,64,59,979.53,,4.3,4.12,5.4,5.4
2023-06-27T23:10:00-04:00,2,64,59,979.61,,4.2,3.47,5.2,5.2
2023-06-27T23:20:00-04:00,2,64,59,979.69,,3.9,4.02,4.9,4.9
2023-06-27T23:30:00-04:00,2,64,59,979.74,,3.8,4.39,4.8,4.8
2023-06-27T23:40:00-04:00,2,64,58,979.85,,3.9,3.87,4.7,4.7
2023-06-27T23:50:00-04:00,2,64,58,979.95,,3.8,2.88,4.3,4.3
2023-06-28T00:00:00-04:00,1,64,58,979.87,,3.5,3.61,4.4,4.4
2023-06-28T00:10:00-04:00,1,64,58,979.81,,3.4,3.2,4,4
2023-06-28T00:20:00-04:00,1,65,58,979.75,,3.3,3.82,3.9,3.9
2023-06-28T00:30:00-04:00,1,65,58,979.78,,3.5,3.64,4.2,4.2
2023-06-28T00:40:00-04:00,1,65,57,979.87,,3.2,3.09,3.7,3.7
2023-06-28T00:50:00-04:00,1,65,57,979.92,,3.2,3.06,3.8,3.8
2023-06-28T01:00:00-04:00,1,65,57,979.96,,3,2.1,3.3,3.3
2023-06-28T01:10:00-04:00,1,65,57,979.89,,3,2.52,3.1,3.1
2023-06-28T01:20:00-04:00,1,65,56,979.8,,2.7,2.45,2.8,2.8
2023-06-28T01:30:00-04:00,1,65,56,979.84,,2.8,2.33,3,3
2023-06-28T01:40:00-04:00,1,65,56,979.95,,2.7,2.26,2.8,2.8
2023-06-28T01:50:00-04:00,1,65,56,980.09,,2.5,2.34,2.4,2.4
2023-06-28T02:00:00-04:00,1,65,56,980.06,,2.6,2.47,2.6,2.6
2023-06-28T02:10:00-04:00,1,65,56,980.14,,2.6,2.06,2.5,2.5
2023-06-28T02:20:00-04:00,1,65,56,980.16,,2.5,2.52,2.6,2.6
2023-06-28T02:30:00-04:00,1,65,56,980.24,,2.6,2.87,2.8,2.8
2023-06-28T02:40:00-04:00,1,65,56,980.23,,2.5,2.45,2.5,2.5
2023-06-28T02:50:00-04:00,1,65,56,980.2,,2.5,1.91,2.3,2.3
2023-06-28T03:00:00-04:00,1,65,56,980.24,,2.3,2.11,2.2,2.2
2023-06-28T03:10:00-04:00,1,65,55,980.27,,2.3,2.02,2.2,2.2
2023-06-28T03:20:00-04:00,1,65,55,980.39,,2.4,2.01,2.2,2.2
2023-06-28T03:30:00-04:00,1,65,55,980.5,,2.4,2.12,2.3,2.3
2023-06-28T03:40:00-04:00,1,65,55,980.58,,2.4,2.04,2.3,2.3
2023-06-28T03:50:00-04:00,1,65,55,980.8,,2.3,1.58,2,2
2023-06-28T04:00:00-04:00,1,65,55,980.72,,2.2,1.96,2,2
2023-06-28T04:10:00-04:00,1,65,55,980.73,,2.4,1.41,2.1,2.1
2023-06-28T04:20:00-04:00,1,65,55,980.83,,2.2,1.74,1.8,1.8
2023-06-28T04:30:00-04:00,1,64,54,980.92,,2,1.92,1.7,1.7
2023-06-28T04:40:00-04:00,1,64,55,980.83,,2.3,1.9,1.9,1.9
2023-06-28T04:50:00-04:00,1,64,54,981.04,,2,2.08,1.6,1.6
2023-06-28T05:00:00-04:00,1,65,54,980.94,,2,1.89,1.7,1.7
2023-06-28T05:10:00-04:00,1,64,54,981.08,,2.1,1.77,1.8,1.8
2023-06-28T05:20:00-04:00,1,64,54,981.17,,2.1,2.37,1.8,1.8
2023-06-28T05:30:00-04:00,1,64,54,981.21,,2,2.13,1.8,1.8
2023-06-28T05:40:00-04:00,1,64,54,981.36,,2,1.75,1.6,1.6
2023-06-28T05:50:00-04:00,1,64,54,981.5,,2.1,1.82,1.8,1.8
2023-06-28T06:00:00-04:00,1,64,54,981.74,,2,1.5,1.8,1.8
2023-06-28T06:10:00-04:00,1,63,54,981.78,,1.9,1.9,1.5,1.5
2023-06-28T06:20:00-04:00,1,64,54,981.89,,2,2.06,1.6,1.6
2023-06-28T06:30:00-04:00,1,63,54,981.96,,2,1.39,1.5,1.5
2023-06-28T06:40:00-04:00,1,63,54,982.2,,1.9,1.55,1.5,1.5
2023-06-28T06:50:00-04:00,1,63,54,982.37,,1.9,1.8,1.4,1.4
2023-06-28T07:00:00-04:00,1,62,54,982.42,,1.9,1.69,1.5,1.5
2023-06-28T07:10:00-04:00,1,61,54,982.41,,1.8,2.31,1.4,1.4
2023-06-28T07:20:00-04:00,1,58,54,982.37,,1.7,1.63,1.2,1.2
2023-06-28T07:30:00-04:00,1,57,55,982.45,,1.6,1.36,1,1
2023-06-28T07:40:00-04:00,1,56,55,982.7,,1.6,1.27,1,1
2023-06-28T07:50:00-04:00,1,55,55,982.96,,1.7,1.25,1.1,1.1
2023-06-28T08:00:00-04:00,1,54,56,983,,1.5,1.43,0.9,0.9
2023-06-28T08:10:00-04:00,1,52,56,983.07,,1.6,1.56,1,1
2023-06-28T08:20:00-04:00,1,51,57,983.07,,1.6,1.21,0.9,0.9
2023-06-28T08:30:00-04:00,1,49,57,982.97,,1.4,1.96,0.8,0.8
2023-06-28T08:40:00-04:00,1,48,58,982.97,,1.4,1.26,0.6,0.6
2023-06-28T08:50:00-04:00,1,46,59,982.93,,1.4,1.08,0.6,0.6
2023-06-28T09:00:00-04:00,1,45,60,983.01,,1.4,1.31,0.7,0.7
2023-06-28T09:10:00-04:00,1,43,60,983.16,,3.2,2.87,3.2,4.1
2023-06-28T09:20:00-04:00,1,42,61,983.24,,1.4,1.18,0.7,0.7
2023-06-28T09:30:00-04:00,1,40,62,983.19,,1.4,1.05,0.4,0.4
2023-06-28T09:40:00-04:00,1,39,63,983.22,,1.3,1.42,0.5,0.5
2023-06-28T09:50:00-04:00,1,37,63,983.21,,1.2,1.53,0.5,0.5
2023-06-28T10:00:00-04:00,1,34,64,983.19,,1.3,1.29,0.4,0.4
2023-06-28T10:10:00-04:00,1,33,66,983.38,,1.3,1.15,0.4,0.4
2023-06-28T10:20:00-04:00,1,32,66,983.4,,1.4,1.27,0.5,0.5
2023-06-28T10:30:00-04:00,1,31,67,983.42,,1.3,1.07,0.4,0.4
2023-06-28T10:40:00-04:00,1,30,68,983.34,,1.4,1.11,0.7,0.7
2023-06-28T10:50:00-04:00,1,29,69,983.39,,1.3,1.18,0.4,0.4
2023-06-28T11:00:00-04:00,2,28,70,983.42,,1.4,1.34,0.6,0.6
2023-06-28T11:10:00-04:00,2,27,70,983.32,,1.4,1.14,0.7,0.7
2023-06-28T11:20:00-04:00,2,27,71,983.29,,1.4,0.96,0.5,0.5
2023-06-28T11:30:00-04:00,2,28,72,983.3,,1.5,1.11,0.7,0.7
2023-06-28T11:40:00-04:00,2,28,72,983.35,,1.5,1.46,0.9,0.9
2023-06-28T11:50:00-04:00,2,27,73,983.3,,1.5,1.6,0.7,0.7
2023-06-28T12:00:00-04:00,2,27,74,983.4,,1.6,1.61,1,1
2023-06-28T12:10:00-04:00,2,26,74,983.45,,1.5,1.07,0.7,0.7
2023-06-28T12:20:00-04:00,2,25,75,983.58,,1.3,1.04,0.4,0.4
2023-06-28T12:30:00-04:00,2,24,75,983.65,,1.3,1.03,0.4,0.4
2023-06-28T12:40:00-04:00,2,23,75,983.68,,1.4,0.76,0.4,0.4
2023-06-28T12:50:00-04:00,2,23,76,983.79,,1.4,0.77,0.5,0.5
2023-06-28T13:00:00-04:00,2,23,77,983.65,,1.4,0.81,0.5,0.5
2023-06-28T13:10:00-04:00,2,23,77,983.58,,1.4,1.21,0.5,0.5
2023-06-28T13:20:00-04:00,2,23,77,983.47,,1.4,1.21,0.6,0.6
2023-06-28T13:30:00-04:00,2,22,78,983.37,,1.3,0.9,0.5,0.5
2023-06-28T13:40:00-04:00,2,23,78,983.39,,1.5,1.14,0.7,0.7
2023-06-28T13:50:00-04:00,2,22,79,983.46,,1.4,1.18,0.6,0.6
2023-06-28T14:00:00-04:00,2,22,80,983.43,,1.4,0.6,0.6,0.6
2023-06-28T14:10:00-04:00,2,21,80,983.41,,1.5,0.93,0.6,0.6
2023-06-28T14:20:00-04:00,2,21,80,983.36,,1.5,1.43,0.6,0.6
2023-06-28T14:30:00-04:00,2,21,81,983.31,,1.5,1.14,0.6,0.6
2023-06-28T14:40:00-04:00,2,20,82,983.2,,1.5,0.72,0.5,0.5
2023-06-28T14:50:00-04:00,2,19,82,983.08,,1.4,1.11,0.6,0.6
2023-06-28T15:00:00-04:00,2,19,82,983.03,,1.4,0.77,0.5,0.5
2023-06-28T15:10:00-04:00,2,18,83,982.93,,1.5,0.92,0.6,0.6
2023-06-28T15:20:00-04:00,2,18,84,982.86,,1.5,1.54,0.8,0.8
2023-06-28T15:30:00-04:00,2,18,84,982.85,,1.4,1.04,0.6,0.6
2023-06-28T15:40:00-04:00,2,17,84,982.75,,1.4,0.91,0.6,0.6
2023-06-28T15:50:00-04:00,2,18,85,982.7,,1.5,0.89,0.7,0.7
2023-06-28T16:00:00-04:00,2,17,86,982.65,,1.7,0.84,0.8,0.8
2023-06-28T16:10:00-04:00,2,16,86,982.52,,1.5,1,0.7,0.7
2023-06-28T16:20:00-04:00,2,16,89,982.35,,1.5,0.77,0.6,0.6
2023-06-28T16:30:00-04:00,2,15,91,982.39,,1.5,1.01,0.7,0.7
2023-06-28T16:40:00-04:00,2,14,93,982.23,,1.5,0.89,0.6,0.6
2023-06-28T16:50:00-04:00,2,13,94,982.25,,1.5,1.14,0.7,0.7
2023-06-28T17:00:00-04:00,2,13,95,982.32,,1.5,1.02,0.7,0.7
2023-06-28T17:10:00-04:00,2,13,96,982.34,,1.5,0.95,0.6,0.6
2023-06-28T17:20:00-04:00,2,12,97,982.31,,1.5,0.98,0.6,0.6
2023-06-28T17:30:00-04:00,2,11,99,982.39,,1.5,1.05,0.6,0.6
2023-06-28T17:40:00-04:00,2,11,100,982.39,,1.6,1.38,0.9,0.9
2023-06-28T17:50:00-04:00,2,12,100,982.43,,1.5,0.33,0.6,0.6
2023-06-28T18:00:00-04:00,3,11,98,982.45,,1.6,0.56,0.9,0.9
2023-06-28T18:10:00-04:00,3,11,99,982.47,,1.5,0.9,0.6,0.6
2023-06-28T18:20:00-04:00,3,11,99,982.38,,1.4,0.68,0.5,0.5
2023-06-28T18:30:00-04:00,3,11,99,982.34,,1.6,0.84,0.8,0.8
2023-06-28T18:40:00-04:00,3,10,100,982.39,,1.7,1.12,1,1
2023-06-28T18:50:00-04:00,3,10,100,982.41,,1.5,0.93,0.7,0.7
2023-06-28T19:00:00-04:00,3,10,100,982.42,,1.6,0.65,0.6,0.6
2023-06-28T19:10:00-04:00,3,11,98,982.48,,1.7,1.06,0.8,0.8
2023-06-28T19:20:00-04:00,3,11,97,982.38,,1.5,0.68,0.7,0.7
2023-06-28T19:30:00-04:00,3,12,97,982.46,,1.5,0.81,0.8,0.8
2023-06-28T19:40:00-04:00,3,13,96,982.44,,1.6,1.36,0.8,0.8
2023-06-28T19:50:00-04:00,3,13,97,982.47,,1.6,1.04,0.8,0.8
2023-06-28T20:00:00-04:00,3,13,96,982.6,,1.6,0.87,0.8,0.8
2023-06-28T20:10:00-04:00,3,15,92,982.7,,2,1.39,1.6,1.6
2023-06-28T20:20:00-04:00,3,17,87,982.86,,2.1,1.06,1.7,1.7
2023-06-28T20:30:00-04:00,3,20,84,982.9,,2,1.38,1.5,1.5
2023-06-28T20:40:00-04:00,3,22,81,982.81,,1.9,1.46,1.4,1.4
2023-06-28T20:50:00-04:00,3,24,79,982.85,,2,1.66,1.5,1.5
2023-06-28T21:00:00-04:00,3,26,76,982.75,,2.2,2.33,1.9,1.9
2023-06-28T21:10:00-04:00,3,29,75,983.02,,2.2,2.31,1.8,1.8
2023-06-28T21:20:00-04:00,3,32,73,983.05,,2.6,3.72,2.7,2.7
2023-06-28T21:30:00-04:00,3,35,72,983.22,,2.9,3.99,3.2,3.2
2023-06-28T21:40:00-04:00,3,38,70,983.35,,5.3,5.95,7.2,7.2
2023-06-28T21:50:00-04:00,3,42,69,983.5,,6.2,7.34,8.8,8.8
2023-06-28T22:00:00-04:00,3,44,68,983.67,,6.9,7.18,10.2,10.2
2023-06-28T22:10:00-04:00,3,45,68,983.77,,6.7,7.15,10.2,10.2
2023-06-28T22:20:00-04:00,3,47,67,983.85,,3.7,3.28,4.2,4.2
2023-06-28T22:30:00-04:00,3,49,66,983.88,,3.3,2.82,3.6,3.6
2023-06-28T22:40:00-04:00,3,51,66,983.89,,3.2,3.73,3.8,3.8
2023-06-28T22:50:00-04:00,3,52,65,983.97,,7.2,4.32,10.6,10.6
2023-06-28T23:00:00-04:00,2,53,64,984.07,,11.8,8.83,18.7,18.7
2023-06-28T23:10:00-04:00,2,53,64,984.08,,6,4.63,8.6,8.6
2023-06-28T23:20:00-04:00,2,54,63,984.05,,5.1,4.86,7.1,7.1
2023-06-28T23:30:00-04:00,2,56,63,984.12,,4.9,3.91,6.6,6.6
2023-06-28T23:40:00-04:00,2,56,63,984.24,,4.3,3.63,5.6,5.6
2023-06-28T23:50:00-04:00,2,58,62,984.25,,5.1,4.91,7.1,7.1
2023-06-29T00:00:00-04:00,2,59,62,984.35,,5.4,5.46,7.4,7.4
2023-06-29T00:10:00-04:00,2,60,62,984.37,,4.2,4.63,5.5,5.5
2023-06-29T00:20:00-04:00,2,60,61,984.38,,3.5,2.97,4.1,4.1
2023-06-29T00:30:00-04:00,2,61,61,984.29,,3.1,2.79,3.4,3.4
2023-06-29T00:40:00-04:00,2,62,60,984.22,,3.1,2.28,3.3,3.3
2023-06-29T00:50:00-04:00,2,62,60,984.19,,3.1,3.89,3.6,3.6
2023-06-29T01:00:00-04:00,2,62,60,984.17,,2.7,2.2,2.6,2.6
2023-06-29T01:10:00-04:00,2,62,59,984.26,,2.6,2.14,2.7,2.7
2023-06-29T01:20:00-04:00,2,63,59,984.32,,2.5,1.89,2.3,2.3
2023-06-29T01:30:00-04:00,2,61,59,984.37,,2.5,2.46,2.3,2.3
2023-06-29T01:40:00-04:00,2,60,58,984.37,,2.4,2.29,2.3,2.3
2023-06-29T01:50:00-04:00,2,61,58,984.41,,2.5,2.15,2.6,2.6
2023-06-29T02:00:00-04:00,2,61,58,984.32,,2.7,2.08,2.9,2.9
2023-06-29T02:10:00-04:00,2,62,57,984.34,,2.8,2.8,3,3
2023-06-29T02:20:00-04:00,2,62,57,984.4,,2.4,2.21,2.4,2.4
2023-06-29T02:30:00-04:00,2,62,57,984.45,,2.6,2.51,2.6,2.6
2023-06-29T02:40:00-04:00,2,62,57,984.41,,2.6,2.46,2.6,2.6
2023-06-29T02:50:00-04:00,2,62,57,984.5,,2.6,3.09,2.8,2.8
2023-06-29T03:00:00-04:00,2,63,56,984.45,,2.6,2.3,2.7,2.7
2023-06-29T03:10:00-04:00,2,63,56,984.49,,2.6,2.32,2.6,2.6
2023-06-29T03:20:00-04:00,2,63,56,984.49,,2.8,2.36,3,3
2023-06-29T03:30:00-04:00,2,64,56,984.51,,2.5,2.21,2.6,2.6
2023-06-29T03:40:00-04:00,2,64,56,984.57,,2.6,2.59,2.7,2.7
2023-06-29T03:50:00-04:00,2,64,56,984.64,,2.6,2.2,2.7,2.7
2023-06-29T04:00:00-04:00,2,64,56,984.66,,2.7,2.45,2.8,2.8
2023-06-29T04:10:00-04:00,2,64,55,984.74,,2.6,2.68,2.8,2.8
2023-06-29T04:20:00-04:00,2,65,55,984.75,,2.8,2.45,2.9,2.9
2023-06-29T04:30:00-04:00,2,65,55,984.85,,2.9,2.54,3.2,3.2
2023-06-29T04:40:00-04:00,2,65,55,984.89,,2.8,2.25,2.9,2.9
2023-06-29T04:50:00-04:00,2,65,55,984.93,,2.7,2.1,2.9,2.9
2023-06-29T05:00:00-04:00,2,65,55,984.92,,2.9,2.52,3,3
2023-06-29T05:10:00-04:00,2,65,55,985.01,,2.8,2.63,3.1,3.1
2023-06-29T05:20:00-04:00,2,65,55,985.04,,2.9,2.17,3.2,3.2
2023-06-29T05:30:00-04:00,2,65,54,984.99,,2.8,2.82,3.2,3.2
2023-06-29T05:40:00-04:00,2,66,54,985,,3.4,3.46,4,4
2023-06-29T05:50:00-04:00,2,66,54,985.16,,3.2,2.89,3.7,3.7
2023-06-29T06:00:00-04:00,2,66,54,985.3,,3.2,3.31,3.8,3.8
2023-06-29T06:10:00-04:00,2,66,54,985.29,,3.1,3.18,3.4,3.4
2023-06-29T06:20:00-04:00,2,66,55,985.32,,3.1,3.22,3.7,3.7
2023-06-29T06:30:00-04:00,2,67,55,985.28,,3.1,2.67,3.5,3.5
2023-06-29T06:40:00-04:00,2,66,56,985.33,,3,2.77,3.6,3.6
2023-06-29T06:50:00-04:00,2,67,56,985.36,,3.2,3.51,3.8,3.8
2023-06-29T07:00:00-04:00,1,67,57,985.4,,3.3,2.63,3.6,3.6
2023-06-29T07:10:00-04:00,1,66,59,985.29,,3.5,3.63,4.1,4.1
2023-06-29T07:20:00-04:00,1,64,60,985.36,,3.8,3.22,4.6,4.6
2023-06-29T07:30:00-04:00,1,63,62,985.51,,4.6,4.26,6,6
2023-06-29T07:40:00-04:00,1,62,63,985.6,,4.8,4.84,6.6,6.6
2023-06-29T07:50:00-04:00,1,61,64,985.5,,4.4,4.13,5.8,5.8
2023-06-29T08:00:00-04:00,1,59,65,985.56,,4.6,5.23,6.2,6.2
2023-06-29T08:10:00-04:00,1,57,66,985.59,,5.1,5.24,7.1,7.1
2023-06-29T08:20:00-04:00,1,55,67,985.61,,7.3,5.22,11.1,11.1
2023-06-29T08:30:00-04:00,1,54,68,985.55,,5.4,5.15,7.9,7.9
2023-06-29T08:40:00-04:00,1,51,69,985.59,,6.7,5.31,9.9,9.9
2023-06-29T08:50:00-04:00,1,50,70,985.67,,7.9,6.5,12.3,12.3
2023-06-29T09:00:00-04:00,2,51,71,985.6,,7.8,6.35,11.9,11.9
2023-06-29T09:10:00-04:00,2,49,72,985.63,,5.9,4.1,8.1,8.1
2023-06-29T09:20:00-04:00,2,47,73,985.68,,5.7,4.96,7.8,7.8
2023-06-29T09:30:00-04:00,2,46,74,985.71,,5.5,4.4,7.5,7.5
2023-06-29T09:40:00-04:00,2,44,75,985.86,,6.4,4.88,8.8,8.8
2023-06-29T09:50:00-04:00,2,44,75,985.88,,6.9,6.08,9.8,9.8
2023-06-29T10:00:00-04:00,2,43,75,985.86,,8.7,8.27,13.1,13.1
2023-06-29T10:10:00-04:00,2,43,76,985.81,,10.8,11.01,16.8,16.8
2023-06-29T10:20:00-04:00,2,43,76,985.76,,12.1,9.57,18.2,18.2
2023-06-29T10:30:00-04:00,2,44,76,985.8,,10.8,9.92,16.6,16.6
2023-06-29T10:40:00-04:00,2,45,76,985.79,,9.5,7.83,14.3,14.3
2023-06-29T10:50:00-04:00,2,45,76,985.87,,11.2,11.91,17.4,17.4
2023-06-29T11:00:00-04:00,2,44,77,985.78,,14.2,16.23,22.4,22.4
2023-06-29T11:10:00-04:00,2,42,78,985.75,,13.9,17.34,22.1,22.1
2023-06-29T11:20:00-04:00,2,42,79,985.68,,11.6,11.52,17.7,17.7
2023-06-29T11:30:00-04:00,2,40,79,985.62,,9.5,7.65,14,14
2023-06-29T11:40:00-04:00,2,38,79,985.57,,8.2,6.85,12,12
2023-06-29T11:50:00-04:00,2,37,79,985.49,,7.6,5.31,10.7,10.7
2023-06-29T12:00:00-04:00,2,37,79,985.46,,7.1,5.81,10.1,10.1
2023-06-29T12:10:00-04:00,2,36,80,985.36,,7,4.95,9.7,9.7
2023-06-29T12:20:00-04:00,2,34,81,985.21,,6.4,4.8,8.7,8.7
2023-06-29T12:30:00-04:00,2,33,81,985.23,,6,4.44,8.1,8.1
2023-06-29T12:40:00-04:00,2,32,82,985.09,,5.2,4.25,7,7
2023-06-29T12:50:00-04:00,2,31,83,984.97,,5,3.85,6.5,6.5
2023-06-29T13:00:00-04:00,2,31,84,984.9,,4.6,3.41,5.7,5.7
2023-06-29T13:10:00-04:00,2,30,85,984.85,,4.6,3.43,5.8,5.8
2023-06-29T13:20:00-04:00,2,28,86,984.72,,4.5,3.23,5.6,5.6
2023-06-29T13:30:00-04:00,2,28,86,984.62,,4.5,3.14,5.6,5.6
2023-06-29T13:40:00-04:00,2,27,86,984.38,,4.3,3.58,5.2,5.2
2023-06-29T13:50:00-04:00,2,26,88,984.25,,3.9,2.84,4.6,4.6
2023-06-29T14:00:00-04:00,2,24,86,984.22,,4,2.8,5,5
2023-06-29T14:10:00-04:00,2,24,87,984.27,,4.4,2.84,5.4,5.5
2023-06-29T14:20:00-04:00,2,24,87,984.16,,5.6,5.65,8,8.1
2023-06-29T14:30:00-04:00,2,23,87,984.07,,4.3,3.65,5.5,5.5
2023-06-29T14:40:00-04:00,2,25,87,983.96,,4.3,2.5,5.2,5.2
2023-06-29T14:50:00-04:00,2,25,89,983.87,,4.4,3.38,5.6,5.6
2023-06-29T15:00:00-04:00,2,23,89,983.79,,4.4,3.22,5.5,5.5
2023-06-29T15:10:00-04:00,2,23,89,983.65,,4.1,2.93,5,5
2023-06-29T15:20:00-04:00,2,22,90,983.47,,4.1,2.91,5.2,5.2
2023-06-29T15:30:00-04:00,2,21,91,983.49,,4.2,2.78,5.1,5.1
2023-06-29T15:40:00-04:00,2,19,90,983.45,,3.5,2.13,4,4
2023-06-29T15:50:00-04:00,2,20,92,983.46,,3.4,2.87,3.8,3.8
2023-06-29T16:00:00-04:00,2,19,93,983.55,,3.4,2.15,3.6,3.6
2023-06-29T16:10:00-04:00,2,18,93,983.51,,3.2,1.96,3.5,3.5
2023-06-29T16:20:00-04:00,2,18,95,983.57,,3.2,1.63,3.1,3.1
2023-06-29T16:30:00-04:00,2,17,95,983.53,,3.1,1.76,3.2,3.2
2023-06-29T16:40:00-04:00,2,16,96,983.49,,3.1,1.92,3.1,3.1
2023-06-29T16:50:00-04:00,2,16,96,983.49,,3,2.13,2.9,2.9
2023-06-29T17:00:00-04:00,2,17,96,983.49,,3,2.03,3,3
2023-06-29T17:10:00-04:00,2,17,95,983.4,,2.8,2.3,3,3
2023-06-29T17:20:00-04:00,2,17,96,983.34,,2.7,1.97,2.6,2.6
2023-06-29T17:30:00-04:00,2,15,97,983.22,,2.6,1.35,2.4,2.4
2023-06-29T17:40:00-04:00,2,15,100,983.11,,2.7,1.62,2.5,2.5
2023-06-29T17:50:00-04:00,2,14,102,983.08,,2.6,1.4,2.5,2.5
2023-06-29T18:00:00-04:00,2,13,100,983.04,,3,1.84,3,3
2023-06-29T18:10:00-04:00,2,14,99,982.87,,3.3,2.04,3.5,3.5
2023-06-29T18:20:00-04:00,2,14,100,982.81,,3.1,1.95,3.1,3.1
2023-06-29T18:30:00-04:00,2,17,96,982.72,,3.2,1.66,3.3,3.3
2023-06-29T18:40:00-04:00,2,19,91,982.79,,3.4,1.51,3.7,3.7
2023-06-29T18:50:00-04:00,2,22,87,982.8,,3.7,1.89,4.3,4.3
2023-06-29T19:00:00-04:00,2,23,86,982.78,,3.7,2.25,4.4,4.4
2023-06-29T19:10:00-04:00,2,24,84,982.95,,3.8,2.25,4.4,4.4
2023-06-29T19:20:00-04:00,2,26,82,983.13,,4.5,4,5.8,5.8
2023-06-29T19:30:00-04:00,2,27,80,983.2,,5.3,4.4,6.9,6.9
2023-06-29T19:40:00-04:00,2,29,80,983.04,,5.1,4.4,6.6,6.6
2023-06-29T19:50:00-04:00,2,29,79,983.06,,6.3,7.52,8.8,8.8
2023-06-29T20:00:00-04:00,2,29,79,983.04,,9.1,11.31,13.4,13.4
2023-06-29T20:10:00-04:00,2,30,78,983.24,,16.6,27.69,25.7,26.4
2023-06-29T20:20:00-04:00,2,30,78,983.35,,25.9,45.15,36.6,41.5
2023-06-29T20:30:00-04:00,2,32,77,983.31,,30.4,49.11,40.4,48.7
2023-06-29T20:40:00-04:00,2,34,77,983.11,,33,53.81,42.3,52.6
2023-06-29T20:50:00-04:00,2,34,77,983.05,,31.8,49.84,41.3,50.5
2023-06-29T21:00:00-04:00,3,33,77,983.04,,33.7,53.94,42.9,54
2023-06-29T21:10:00-04:00,3,34,76,983.06,,36.9,60.92,45.2,59.3
2023-06-29T21:20:00-04:00,3,34,76,983.05,,39.3,66.75,46.9,63.7
2023-06-29T21:30:00-04:00,3,34,76,983.16,,43.5,72.67,49.4,70.2
2023-06-29T21:40:00-04:00,3,35,75,983.12,,46.2,74.24,51,74.3
2023-06-29T21:50:00-04:00,3,35,75,983.09,,48,76.22,52.2,77.2
2023-06-29T22:00:00-04:00,3,36,74,983.11,,48.2,80.97,52.8,78.4
2023-06-29T22:10:00-04:00,3,36,74,983.07,,48.7,81.96,52.6,78.4
2023-06-29T22:20:00-04:00,3,37,74,983.05,,48.5,79.04,52.5,77.7
2023-06-29T22:30:00-04:00,3,37,74,983.01,,47.7,78.29,52,76.7
2023-06-29T22:40:00-04:00,3,37,73,983.02,,46.8,78.76,51.6,75.7
2023-06-29T22:50:00-04:00,3,37,73,982.8,,45.1,75.06,50.4,72.9
2023-06-29T23:00:00-04:00,4,37,73,982.9,,43.8,71.92,49.6,70.7
2023-06-29T23:10:00-04:00,4,37,73,982.74,,43,70.25,48.9,68.7
2023-06-29T23:20:00-04:00,4,37,73,982.68,,40.7,68.43,47.8,65.9
2023-06-29T23:30:00-04:00,4,37,73,982.77,,39.4,66.99,47.1,64
2023-06-29T23:40:00-04:00,4,38,73,982.74,,38.7,67.49,46.6,62.8
2023-06-29T23:50:00-04:00,4,38,73,982.6,,37.8,66.79,45.9,61.3
2023-06-30T00:00:00-04:00,4,38,73,982.64,,35,61.4,44.1,56.7
2023-06-30T00:10:00-04:00,4,38,72,982.54,,33.2,59.16,43,54
2023-06-30T00:20:00-04:00,4,38,72,982.57,,30.2,54.18,41,49.6
2023-06-30T00:30:00-04:00,4,38,72,982.61,,28.9,49.79,39.4,46.6
2023-06-30T00:40:00-04:00,4,38,72,982.58,,28.9,46.85,39.2,46
2023-06-30T00:50:00-04:00,4,39,72,982.63,,27.2,48.44,38,44
2023-06-30T01:00:00-04:00,4,39,72,982.71,,25.9,45.59,36.9,42.2
2023-06-30T01:10:00-04:00,4,39,72,982.57,,25.8,43.65,36.3,41.1
2023-06-30T01:20:00-04:00,4,40,72,982.44,,24.5,44.34,35.6,39.9
2023-06-30T01:30:00-04:00,4,40,72,982.23,,25,44.2,36,40.6
2023-06-30T01:40:00-04:00,4,42,72,982.22,,28.7,49.94,39.1,46.1
2023-06-30T01:50:00-04:00,4,43,72,982.3,,31.3,53.21,41.4,50.6
2023-06-30T02:00:00-04:00,4,44,71,982.28,,30.9,51.49,40.9,49.5
2023-06-30T02:10:00-04:00,4,44,72,982.27,,29.5,52.08,40,47.8
